x,y,sigma_xx,sigma_yy,sigma_xy,u_x,u_y,load_value
0.0,0.0,27695869.314057723,27689712.459265746,11003964.212170158,0.0,0.0,20000000.0
0.061224489795918366,0.0,30345728.944085926,22236640.19873986,6544989.902702984,7.3808519202614875e-06,4.779469483469054e-06,20000000.0
0.12244897959183673,0.0,28044976.216452926,21002562.508232735,2172990.886876924,1.52720850816466e-05,7.059865031369481e-06,20000000.0
0.18367346938775508,0.0,24552500.73318579,20312792.65416081,750208.4469717961,2.132381794407408e-05,8.633618670833967e-06,20000000.0
0.24489795918367346,0.0,23234906.72695935,20099479.51939078,363744.7888133953,2.6714002881522192e-05,9.735239350890293e-06,20000000.0
0.30612244897959184,0.0,22432316.33673047,20042497.097596828,207387.20455217495,3.179814117127845e-05,1.0454890019708176e-05,20000000.0
0.36734693877551017,0.0,21957761.782862607,20032824.164734904,127566.56609477098,3.670689050337382e-05,1.0991322973202272e-05,20000000.0
0.42857142857142855,0.0,21644412.737837505,20017845.90959879,79990.53154067308,4.1509371475309326e-05,1.1360748902261892e-05,20000000.0
0.4897959183673469,0.0,21436790.102744017,20016452.527866703,50608.849377294086,4.6238170975614634e-05,1.1595893175736148e-05,20000000.0
0.5510204081632653,0.0,21339054.248623945,20013140.354611866,25677.14337925863,5.091668900009304e-05,1.1687442506473162e-05,20000000.0
0.6122448979591837,0.0,21308622.704511467,20012656.202800117,603.7140941645812,5.557817706139233e-05,1.1651200580373275e-05,20000000.0
0.673469387755102,0.0,21327546.515878893,20013315.94847297,-26225.814043145245,6.023844147075621e-05,1.149859355927781e-05,20000000.0
0.7346938775510203,0.0,21425582.52192587,20012643.37262871,-47818.51872417506,6.491536633467428e-05,1.122962975411387e-05,20000000.0
0.7959183673469388,0.0,21599159.941642378,20015357.983769562,-74295.7861833131,6.963906410927391e-05,1.0837686359734144e-05,20000000.0
0.8571428571428571,0.0,21852722.428846657,20012661.203280002,-100911.09630950287,7.442952875335185e-05,1.0329727864978436e-05,20000000.0
0.9183673469387755,0.0,22176325.54703492,20010394.541739322,-124959.6915712504,7.930661414289767e-05,9.720793097264039e-06,20000000.0
0.9795918367346939,0.0,22568379.33039906,20011159.612578403,-145000.49370936665,8.429249988914356e-05,9.020045188306998e-06,20000000.0
1.0408163265306123,0.0,23060658.63852809,20014488.648264803,-174171.07973803705,8.943819225097624e-05,8.239573814784463e-06,20000000.0
1.1020408163265305,0.0,23632787.923179746,20004997.223635092,-190740.3396875989,9.473799759145085e-05,7.411261022822839e-06,20000000.0
1.163265306122449,0.0,24236127.333106905,19995746.432180077,-185208.98349548204,0.0001002305275772659,6.566659380263998e-06,20000000.0
1.2244897959183674,0.0,24861806.26940782,19996839.414718296,-176155.35311451604,0.00010591555681716667,5.753411124758648e-06,20000000.0
1.2857142857142856,0.0,25449674.623944737,19987875.802872352,-161107.23380659378,0.00011180122022635839,5.015080929836313e-06,20000000.0
1.346938775510204,0.0,25981992.113799203,19980102.36648685,-123786.27885446388,0.00011785847601692623,4.391701593396972e-06,20000000.0
1.4081632653061225,0.0,26351720.46472729,19980291.14031712,-74637.79621492137,0.00012407265193281172,3.9595567852302655e-06,20000000.0
1.4693877551020407,0.0,26511091.521994244,19978275.26064305,-40354.62944028037,0.00013037673475457579,3.7226503236853897e-06,20000000.0
1.530612244897959,0.0,26549731.104339644,19977649.344798274,27646.16401652623,0.00013671090964100413,3.7279434497593196e-06,20000000.0
1.5918367346938775,0.0,26348421.62898595,19979536.58952227,81560.87432612428,0.00014301215243994563,3.966512371013172e-06,20000000.0
1.653061224489796,0.0,25976433.368978724,19982268.114827726,128535.43050466814,0.00014922555374237274,4.404509897048836e-06,20000000.0
