x,y,sigma_xx,sigma_yy,sigma_xy,u_x,u_y,load_value
0.0,0.0,13847934.657028861,13844856.229632873,5501982.106085079,0.0,0.0,10000000.0
0.061224489795918366,0.0,15172864.472042963,11118320.09936993,3272494.951351492,3.6904259601307438e-06,2.389734741734527e-06,10000000.0
0.12244897959183673,0.0,14022488.108226463,10501281.254116368,1086495.443438462,7.6360425408233e-06,3.5299325156847403e-06,10000000.0
0.18367346938775508,0.0,12276250.366592895,10156396.327080404,375104.22348589805,1.066190897203704e-05,4.316809335416984e-06,10000000.0
0.24489795918367346,0.0,11617453.363479676,10049739.75969539,181872.39440669765,1.3357001440761096e-05,4.867619675445146e-06,10000000.0
0.30612244897959184,0.0,11216158.168365235,10021248.548798414,103693.60227608748,1.5899070585639226e-05,5.227445009854088e-06,10000000.0
0.36734693877551017,0.0,10978880.891431304,10016412.082367452,63783.28304738549,1.835344525168691e-05,5.495661486601136e-06,10000000.0
0.42857142857142855,0.0,10822206.368918752,10008922.954799395,39995.26577033654,2.0754685737654663e-05,5.680374451130946e-06,10000000.0
0.4897959183673469,0.0,10718395.051372008,10008226.263933351,25304.424688647043,2.3119085487807317e-05,5.797946587868074e-06,10000000.0
0.5510204081632653,0.0,10669527.124311972,10006570.177305933,12838.571689629314,2.545834450004652e-05,5.843721253236581e-06,10000000.0
0.6122448979591837,0.0,10654311.352255734,10006328.101400059,301.8570470822906,2.7789088530696166e-05,5.8256002901866375e-06,10000000.0
0.673469387755102,0.0,10663773.257939447,10006657.974236485,-13112.907021572622,3.0119220735378104e-05,5.749296779638905e-06,10000000.0
0.7346938775510203,0.0,10712791.260962935,10006321.686314356,-23909.25936208753,3.245768316733714e-05,5.614814877056935e-06,10000000.0
0.7959183673469388,0.0,10799579.970821189,10007678.991884781,-37147.89309165655,3.4819532054636954e-05,5.418843179867072e-06,10000000.0
0.8571428571428571,0.0,10926361.214423329,10006330.601640001,-50455.548154751436,3.721476437667593e-05,5.164863932489218e-06,10000000.0
0.9183673469387755,0.0,11088162.77351746,10005197.270869661,-62479.8457856252,3.9653307071448836e-05,4.860396548632019e-06,10000000.0
0.9795918367346939,0.0,11284189.66519953,10005579.806289202,-72500.24685468333,4.214624994457178e-05,4.510022594153499e-06,10000000.0
1.0408163265306123,0.0,11530329.319264045,10007244.324132401,-87085.53986901852,4.471909612548812e-05,4.119786907392231e-06,10000000.0
1.1020408163265305,0.0,11816393.961589873,10002498.611817546,-95370.16984379945,4.7368998795725425e-05,3.7056305114114195e-06,10000000.0
1.163265306122449,0.0,12118063.666553453,9997873.216090038,-92604.49174774102,5.011526378863295e-05,3.283329690131999e-06,10000000.0
1.2244897959183674,0.0,12430903.13470391,9998419.707359148,-88077.67655725802,5.295777840858333e-05,2.876705562379324e-06,10000000.0
1.2857142857142856,0.0,12724837.311972369,9993937.901436176,-80553.61690329689,5.590061011317919e-05,2.5075404649181566e-06,10000000.0
1.346938775510204,0.0,12990996.056899602,9990051.183243426,-61893.13942723194,5.8929238008463115e-05,2.195850796698486e-06,10000000.0
1.4081632653061225,0.0,13175860.232363645,9990145.57015856,-37318.898107460685,6.203632596640586e-05,1.9797783926151327e-06,10000000.0
1.4693877551020407,0.0,13255545.760997122,9989137.630321525,-20177.314720140184,6.518836737728789e-05,1.8613251618426948e-06,10000000.0
1.530612244897959,0.0,13274865.552169822,9988824.672399137,13823.082008263114,6.835545482050207e-05,1.8639717248796598e-06,10000000.0
1.5918367346938775,0.0,13174210.814492974,9989768.294761134,40780.43716306214,7.150607621997281e-05,1.983256185506586e-06,10000000.0
1.653061224489796,0.0,12988216.684489362,9991134.057413863,64267.71525233407,7.461277687118637e-05,2.202254948524418e-06,10000000.0
1.7142857142857142,0.0,12728100.786395803,9994263.176775515,79751.77765876352,7.764131254193326e-05,2.514909945871238e-06,10000000.0
1.7755102040816326,0.0,12430057.859318428,9996530.962050952,89584.43011643675,8.058463390827044e-05,2.886908761078511e-06,10000000.0
1.836734693877551,0.0,12118949.713825606,9999679.072028086,91095.89809782144,8.342645744562757e-05,3.2993873923098393e-06,10000000.0
1.8979591836734693,0.0,11812498.09472426,10001282.26708864,86030.43714315734,8.617172411989051e-05,3.722533787405257e-06,10000000.0
1.9591836734693877,0.0,11535782.91724595,10004808.433747893,79629.97152149914,8.882103525628491e-05,4.141610863706276e-06,10000000.0
2.020408163265306,0.0,11263655.288315577,10007212.764907498,65150.198477714825,9.139246013835454e-05,4.533393246588439e-06,10000000.0
2.0816326530612246,0.0,11090473.968402466,10005735.826322388,62589.19004444794,9.388264291198e-05,4.890666921616711e-06,10000000.0
2.142857142857143,0.0,10921204.861588832,10004412.838366823,51967.832594286774,9.632080514679932e-05,5.196377933090108e-06,10000000.0
2.204081632653061,0.0,10806868.391136466,10006994.55822273,44129.81460873978,9.871360092615563e-05,5.45373192945516e-06,10000000.0
