x,y,sigma_xx,sigma_yy,sigma_xy,u_x,u_y,load_value
0.2857142857142857,0.0,845657.8714925166,-4949944.188313697,47199.36003588558,3.8976402435963325e-05,0.0,10000000.0
0.32653061224489793,0.0,914949.8217487151,-2619794.735816949,-147388.50741376885,3.93582018468839e-05,0.0,10000000.0
0.36734693877551017,0.0,1860723.27444695,-1241768.283984982,-199450.71022975974,3.9746361243029544e-05,0.0,10000000.0
0.4081632653061224,0.0,2926790.6084624967,-513146.90122544154,-202583.60748135025,4.0287936952206626e-05,0.0,10000000.0
0.44897959183673464,0.0,3885843.4883613237,-138047.77108703615,-181907.13870264398,4.100103408052027e-05,0.0,10000000.0
0.4897959183673469,0.0,4727996.65237871,67912.12981763827,-163692.5030783903,4.188099239355048e-05,0.0,10000000.0
0.5306122448979591,0.0,5431683.844440225,180200.38097432535,-150354.00681373195,4.290984219051139e-05,0.0,10000000.0
0.5714285714285714,0.0,5982891.843538841,216728.2493483966,-138860.80705664377,4.406377161004241e-05,0.0,10000000.0
0.6122448979591836,0.0,6509274.31231074,245304.39487965446,-123899.50694837874,4.532328198159302e-05,0.0,10000000.0
0.6530612244897959,0.0,6930512.514927391,257550.50511724994,-109099.87319426557,4.668153224427862e-05,-4.2428095414285344e-23,10000000.0
0.6938775510204082,0.0,7288191.698918134,251639.00937634183,-109552.22801053901,4.811710113935167e-05,0.0,10000000.0
0.7346938775510203,0.0,7608893.467461642,244447.05635207944,-92864.16558729245,4.9623755812904094e-05,0.0,10000000.0
0.7755102040816326,0.0,7866881.118965927,236009.61406936712,-79853.16650529856,5.11850109595721e-05,0.0,10000000.0
0.8163265306122448,0.0,8102149.685300958,233584.21677874814,-75093.38585955424,5.280075240361646e-05,0.0,10000000.0
0.8571428571428571,0.0,8308620.413688633,231616.34996217236,-66399.20118286955,5.446284232985474e-05,-3.510315596928978e-23,10000000.0
0.8979591836734693,0.0,8482592.591236245,224661.1337087701,-60486.10270033279,5.616286850136335e-05,0.0,10000000.0
0.9387755102040816,0.0,8637248.882147256,222639.26934871098,-58829.67845851784,5.789706359890893e-05,0.0,10000000.0
0.9795918367346939,0.0,8781831.121318104,220278.195122209,-56489.81914617382,5.966135928905512e-05,4.9147265853053656e-23,10000000.0
1.0204081632653061,0.0,8907692.60388035,220466.14734984,-50755.7632471894,6.145293308130266e-05,0.0,10000000.0
1.0612244897959182,0.0,9017997.953754185,223846.1634386987,-47101.03119534609,6.326818759580009e-05,0.0,10000000.0
1.1020408163265305,0.0,9117489.261018986,228898.83728065522,-43657.75074327871,6.51053442592448e-05,0.0,10000000.0
1.1428571428571428,0.0,9206819.033284329,235898.99154580478,-41593.645139286426,6.696139275538142e-05,0.0,10000000.0
1.183673469387755,0.0,9288291.20156721,244729.6667960154,-39989.005547093584,6.8834444002674e-05,0.0,10000000.0
1.2244897959183672,0.0,9362995.439650383,256244.08594334451,-38078.53039474165,7.07227740351363e-05,0.0,10000000.0
1.2653061224489794,0.0,9430719.974454775,271046.2354446146,-37417.376881510434,7.262405880469245e-05,0.0,10000000.0
1.3061224489795917,0.0,9493101.623503087,284445.3593379652,-37302.224872436076,7.45385119816028e-05,0.0,10000000.0
1.346938775510204,0.0,9555753.557943871,301111.4134226547,-34109.93807371615,7.646576074218492e-05,7.560875931058654e-23,10000000.0
1.3877551020408163,0.0,9608216.377631716,320084.14360249403,-29262.627929304646,7.840203837186905e-05,0.0,10000000.0
1.4285714285714284,0.0,9654648.305165894,341338.7899077904,-25171.931563211823,8.034670922156377e-05,0.0,10000000.0
1.4693877551020407,0.0,9698224.942407988,365171.1486692616,-22721.007593031973,8.229932671935492e-05,0.0,10000000.0
1.510204081632653,0.0,9739637.837205566,392079.397365442,-21225.557728422908,8.425937642834244e-05,0.0,10000000.0
1.5510204081632653,0.0,9779295.375380354,422850.83886532276,-20163.205962750955,8.622625599550142e-05,0.0,10000000.0
1.5918367346938773,0.0,9813574.068301557,455262.83003475016,-18726.633484815735,8.819911509043828e-05,0.0,10000000.0
1.6326530612244896,0.0,9846943.281703029,490317.2497275245,-16869.039789328563,9.017640147416515e-05,0.0,10000000.0
1.673469387755102,0.0,9875333.785774995,528898.951263534,-15577.705537537819,9.215752877930985e-05,0.0,10000000.0
1.7142857142857142,0.0,9899161.947651248,571459.9489431431,-15166.118228811554,9.414192044630626e-05,0.0,10000000.0
1.7551020408163265,0.0,9925700.40547898,618016.8005299506,-14765.22946523775,9.612889650675091e-05,0.0,10000000.0
1.7959183673469385,0.0,9945960.332178403,670711.8094283281,-13167.340365964876,9.811703889846013e-05,0.0,10000000.0
1.8367346938775508,0.0,9963340.70045793,728720.7047785085,-11438.312975266314,0.00010010608772190782,0.0,10000000.0
1.8775510204081631,0.0,9977635.371900376,792062.8045817645,-9563.044522322754,0.00010209446485850086,0.0,10000000.0
1.9183673469387754,0.0,9988719.733365126,858816.2425564011,-7827.207638003145,0.00010408117243549948,-2.3338139888823793e-23,10000000.0
1.9591836734693877,0.0,9996528.201994453,925668.664866161,-6305.429156538233,0.00010606583663927302,0.0,10000000.0
2.0,0.0,10000951.699382383,988364.8632256321,-4486.1285784113115,0.00010804890555514082,0.0,10000000.0
0.24489795918367346,0.04081632653061224,-347443.4937706494,-11167673.603299696,81599.19309844219,3.807844243288297e-05,-1.7844977804037285e-06,10000000.0
0.2857142857142857,0.04081632653061224,-309036.5126057394,-4775076.559185672,-565014.4639085513,3.86867730483458e-05,-9.902992092118544e-07,10000000.0
0.32653061224489793,0.04081632653061224,1023793.3533752885,-2394382.7129168417,-980301.1852338586,3.896109161968751e-05,-5.691004122310929e-07,10000000.0
0.36734693877551017,0.04081632653061224,2157234.5535026365,-1227754.208652389,-1095703.2336820764,3.939004442682496e-05,-3.6864630561242197e-07,10000000.0
0.4081632653061224,0.04081632653061224,3182244.693302854,-586274.1549487374,-1022097.2683556434,3.998515684812256e-05,-2.9231582417174467e-07,10000000.0
0.44897959183673464,0.04081632653061224,4102795.2806663914,-211631.46017944094,-885428.1317410846,4.075084925109564e-05,-2.737205870695079e-07,10000000.0
0.4897959183673469,0.04081632653061224,4889441.6632003365,-592.8237277854332,-756690.2803735454,4.167463278724068e-05,-2.809891018898453e-07,10000000.0
0.5306122448979591,0.04081632653061224,5559614.224824345,114337.85503429359,-631855.7920228596,4.2740120689468396e-05,-3.029114798594056e-07,10000000.0
0.5714285714285714,0.04081632653061224,6117068.803729501,177526.01359169342,-541664.6137215635,4.391776197057728e-05,-3.2589859804875423e-07,10000000.0
0.6122448979591836,0.04081632653061224,6610397.19456697,209592.47371147267,-462603.47309249564,4.520412439145649e-05,-3.515297671616066e-07,10000000.0
0.6530612244897959,0.04081632653061224,6994112.561893561,216927.92371088578,-397759.6928633769,4.6583990212767784e-05,-3.7535475131126636e-07,10000000.0
0.6938775510204082,0.04081632653061224,7354512.306345844,224002.91078707372,-338146.5183197623,4.803230648821906e-05,-3.9661676935530676e-07,10000000.0
0.7346938775510203,0.04081632653061224,7651235.37379971,230647.74032357766,-289922.30967626284,4.95451776652309e-05,-4.1610628769662696e-07,10000000.0
0.7755102040816326,0.04081632653061224,7904014.958250593,223625.6045316175,-248422.97369507496,5.112084581515063e-05,-4.3562640037648355e-07,10000000.0
0.8163265306122448,0.04081632653061224,8139215.323627522,220343.2523127043,-217308.532334289,5.274352848894467e-05,-4.48721697734807e-07,10000000.0
0.8571428571428571,0.04081632653061224,8337215.477025858,214537.5313710629,-192984.855778993,5.441026249344219e-05,-4.619734557171695e-07,10000000.0
0.8979591836734693,0.04081632653061224,8500340.606539741,210892.62027280766,-168950.17390892695,5.611637938809247e-05,-4.7555239801762105e-07,10000000.0
0.9387755102040816,0.04081632653061224,8663637.237110853,211429.65431413383,-148017.55539905914,5.7856492941366846e-05,-4.84809038448437e-07,10000000.0
0.9795918367346939,0.04081632653061224,8796153.59353525,212854.02664079642,-134150.6646769416,5.962838349811363e-05,-4.93428404617777e-07,10000000.0
1.0204081632653061,0.04081632653061224,8915324.01046218,213738.94516305678,-117228.64327712398,6.142005189499118e-05,-5.016987915146634e-07,10000000.0
1.0612244897959182,0.04081632653061224,9032215.22893194,219717.35746525714,-104716.74686243045,6.323988133686537e-05,-5.065864345876503e-07,10000000.0
1.1020408163265305,0.04081632653061224,9122697.583163235,222945.3288453269,-94510.56734432111,6.507888378703473e-05,-5.126286288095425e-07,10000000.0
1.1428571428571428,0.04081632653061224,9218321.96171511,232766.00417522746,-86800.69992334842,6.693726448209797e-05,-5.15444318514301e-07,10000000.0
1.183673469387755,0.04081632653061224,9292269.287523353,239155.75215878923,-80457.07689231749,6.881275056625847e-05,-5.19730250156334e-07,10000000.0
