x,y,sigma_xx,sigma_yy,sigma_xy,u_x,u_y,load_value
0.2857142857142857,0.0,8456578.714924276,-49499441.8831368,471993.60035910446,0.0003897640243596331,0.0,100000000.0
0.32653061224489793,0.0,9149498.217487562,-26197947.358169273,-1473885.074137851,0.00039358201846883883,0.0,100000000.0
0.36734693877551017,0.0,18607232.74446938,-12417682.83985012,-1994507.1022979259,0.0003974636124302956,0.0,100000000.0
0.4081632653061224,0.0,29267906.084625408,-5131469.012254247,-2025836.074813458,0.0004028793695220663,0.0,100000000.0
0.44897959183673464,0.0,38858434.88361303,-1380477.7108703512,-1819071.387026247,0.00041001034080520284,0.0,100000000.0
0.4897959183673469,0.0,47279966.5237878,679121.2981768645,-1636925.0307840998,0.00041880992393550484,0.0,100000000.0
0.5306122448979591,0.0,54316838.44440201,1802003.8097432866,-1503540.0681370562,0.0004290984219051141,0.0,100000000.0
0.5714285714285714,0.0,59828918.43538812,2167282.4934838912,-1388608.0705662472,0.0004406377161004241,0.0,100000000.0
0.6122448979591836,0.0,65092743.123107225,2453043.948796884,-1238995.0694836813,0.00045323281981593023,0.0,100000000.0
0.6530612244897959,0.0,69305125.14927429,2575505.051172757,-1090998.7319420972,0.0004668153224427859,-4.242809541428505e-22,100000000.0
0.6938775510204082,0.0,72881916.98918116,2516390.0937633486,-1095522.2801049068,0.0004811710113935166,0.0,100000000.0
0.7346938775510203,0.0,76088934.67461637,2444470.5635204962,-928641.6558726619,0.0004962375581290407,0.0,100000000.0
0.7755102040816326,0.0,78668811.18965936,2360096.1406934164,-798531.6650528843,0.0005118501095957207,0.0,100000000.0
0.8163265306122448,0.0,81021496.85300982,2335842.167787427,-750933.8585955171,0.0005280075240361644,0.0,100000000.0
0.8571428571428571,0.0,83086204.13688603,2316163.4996215985,-663992.0118286571,0.0005446284232985473,-3.51031559692899e-22,100000000.0
0.8979591836734693,0.0,84825925.91236252,2246611.337087936,-604861.0270034132,0.0005616286850136335,0.0,100000000.0
0.9387755102040816,0.0,86372488.82147296,2226392.6934874197,-588296.7845850801,0.0005789706359890892,0.0,100000000.0
0.9795918367346939,0.0,87818311.21318139,2202781.95122214,-564898.1914615749,0.0005966135928905512,4.914726585305428e-22,100000000.0
1.0204081632653061,0.0,89076926.03880297,2204661.4734982443,-507557.6324721811,0.0006145293308130267,0.0,100000000.0
1.0612244897959182,0.0,90179979.53754129,2238461.634386868,-471010.3119540173,0.0006326818759580009,0.0,100000000.0
1.1020408163265305,0.0,91174892.61019,2288988.37280662,-436577.5074331587,0.000651053442592448,0.0,100000000.0
1.1428571428571428,0.0,92068190.33284357,2358989.9154582205,-415936.45139289007,0.0006696139275538142,0.0,100000000.0
1.183673469387755,0.0,92882912.01567203,2447296.6679602023,-399890.05547083623,0.0006883444400267399,0.0,100000000.0
1.2244897959183672,0.0,93629954.39650355,2562440.859433329,-380785.3039474231,0.0007072277403513627,0.0,100000000.0
1.2653061224489794,0.0,94307199.74454767,2710462.354446118,-374173.7688151867,0.0007262405880469246,0.0,100000000.0
