x,y,sigma_xx,sigma_yy,sigma_xy,u_x,u_y,load_value
0.0,0.0,1384793.4657028443,1384485.622963276,550198.2106084905,0.0,0.0,1000000.0
0.061224489795918366,0.0,1517286.4472042609,1111832.0099369911,327249.49513514095,3.6904259601305735e-07,2.389734741734597e-07,1000000.0
0.12244897959183673,0.0,1402248.8108226247,1050128.1254116362,108649.54434384275,7.63604254082304e-07,3.529932515684851e-07,1000000.0
0.18367346938775508,0.0,1227625.0366592738,1015639.6327080398,37510.42234858816,1.0661908972036722e-06,4.316809335417119e-07,1000000.0
0.24489795918367346,0.0,1161745.3363479543,1004973.9759695388,18187.239440669004,1.3357001440760732e-06,4.867619675445297e-07,1000000.0
0.30612244897959184,0.0,1121615.8168365124,1002124.854879841,10369.360227608307,1.5899070585638823e-06,5.227445009854247e-07,1000000.0
0.36734693877551017,0.0,1097888.0891431218,1001641.2082367452,6378.328304738018,1.835344525168648e-06,5.4956614866013e-07,1000000.0
0.42857142857142855,0.0,1082220.6368918694,1000892.2954799405,3999.5265770334254,2.075468573765421e-06,5.680374451131117e-07,1000000.0
0.4897959183673469,0.0,1071839.5051371956,1000822.6263933354,2530.4424688641525,2.3119085487806844e-06,5.797946587868248e-07,1000000.0
0.5510204081632653,0.0,1066952.7124311933,1000657.0177305943,1283.8571689625705,2.545834450004603e-06,5.843721253236754e-07,1000000.0
0.6122448979591837,0.0,1065431.1352255684,1000632.810140007,30.185704708294224,2.7789088530695656e-06,5.825600290186813e-07,1000000.0
0.673469387755102,0.0,1066377.325793939,1000665.7974236486,-1311.290702157428,3.011922073537758e-06,5.749296779639085e-07,1000000.0
0.7346938775510203,0.0,1071279.1260962898,1000632.1686314361,-2390.925936209741,3.24576831673366e-06,5.614814877057112e-07,1000000.0
0.7959183673469388,0.0,1079957.9970821135,1000767.8991884778,-3714.7893091657115,3.4819532054636407e-06,5.418843179867251e-07,1000000.0
0.8571428571428571,0.0,1092636.1214423259,1000633.0601639994,-5045.554815474634,3.7214764376675355e-06,5.164863932489405e-07,1000000.0
0.9183673469387755,0.0,1108816.2773517456,1000519.7270869652,-6247.9845785628595,3.965330707144825e-06,4.860396548632212e-07,1000000.0
0.9795918367346939,0.0,1128418.9665199562,1000557.9806289218,-7250.024685467623,4.21462499445712e-06,4.510022594153695e-07,1000000.0
1.0408163265306123,0.0,1153032.9319264016,1000724.4324132404,-8708.553986902267,4.471909612548754e-06,4.1197869073924374e-07,1000000.0
1.1020408163265305,0.0,1181639.3961589884,1000249.8611817538,-9537.016984379829,4.736899879572484e-06,3.7056305114116345e-07,1000000.0
1.163265306122449,0.0,1211806.366655344,999787.3216090018,-9260.449174773197,5.011526378863237e-06,3.2833296901322176e-07,1000000.0
1.2244897959183674,0.0,1243090.3134703853,999841.9707359141,-8807.767655724636,5.295777840858272e-06,2.8767055623795155e-07,1000000.0
1.2857142857142856,0.0,1272483.731197237,999393.7901436195,-8055.361690331367,5.590061011317859e-06,2.50754046491835e-07,1000000.0
1.346938775510204,0.0,1299099.6056899603,999005.1183243444,-6189.313942722681,5.89292380084625e-06,2.195850796698673e-07,1000000.0
1.4081632653061225,0.0,1317586.023236371,999014.557015855,-3731.8898107432683,6.203632596640526e-06,1.979778392615315e-07,1000000.0
1.4693877551020407,0.0,1325554.57609972,998913.763032152,-2017.7314720137904,6.518836737728732e-06,1.861325161842881e-07,1000000.0
1.530612244897959,0.0,1327486.555216979,998882.4672399113,1382.3082008266977,6.835545482050149e-06,1.8639717248798472e-07,1000000.0
1.5918367346938775,0.0,1317421.0814492977,998976.8294761099,4078.043716304546,7.150607621997223e-06,1.9832561855067726e-07,1000000.0
1.653061224489796,0.0,1298821.668448937,999113.4057413832,6426.771525233247,7.46127768711858e-06,2.2022549485246004e-07,1000000.0
1.7142857142857142,0.0,1272810.0786395709,999426.3176775485,7975.177765876453,7.764131254193268e-06,2.514909945871421e-07,1000000.0
1.7755102040816326,0.0,1243005.785931836,999653.0962050933,8958.443011641208,8.058463390826985e-06,2.8869087610786914e-07,1000000.0
1.836734693877551,0.0,1211894.9713825553,999967.9072028089,9109.589809782052,8.342645744562696e-06,3.2993873923100154e-07,1000000.0
1.8979591836734693,0.0,1181249.809472425,1000128.2267088664,8603.043714311605,8.617172411988988e-06,3.7225337874054205e-07,1000000.0
1.9591836734693877,0.0,1153578.2917245962,1000480.8433747892,7962.997152146198,8.882103525628429e-06,4.1416108637064306e-07,1000000.0
2.020408163265306,0.0,1126365.528831556,1000721.2764907499,6515.019847772734,9.139246013835392e-06,4.533393246588612e-07,1000000.0
2.0816326530612246,0.0,1109047.3968402457,1000573.5826322361,6258.919004445063,9.388264291197934e-06,4.890666921616906e-07,1000000.0
2.142857142857143,0.0,1092120.4861588846,1000441.2838366791,5196.783259422818,9.63208051467987e-06,5.196377933090312e-07,1000000.0
2.204081632653061,0.0,1080686.8391136338,1000699.4558222705,4412.981460871239,9.8713600926155e-06,5.453731929455347e-07,1000000.0
2.2653061224489797,0.0,1071738.9923878766,1000802.4623899686,2554.4154731343638,1.0107780395700893e-05,5.650787846341143e-07,1000000.0
2.326530612244898,0.0,1066069.6472134704,1000777.4802288348,1081.4688087004909,1.0341669259087927e-05,5.788247840234884e-07,1000000.0
2.387755102040816,0.0,1064756.48199942,1000668.6644215577,-78.31499522542663,1.057446982375242e-05,5.866808739822177e-07,1000000.0
2.4489795918367347,0.0,1066880.7329123574,1000672.009298871,-1378.2673015332796,1.0807499919180954e-05,5.886189184843167e-07,1000000.0
