x,y,sigma_xx,sigma_yy,sigma_xy,u_x,u_y,load_value
0.2857142857142857,0.0,2114144.678731069,-12374860.4707842,117998.40008977611,9.744100608990827e-05,0.0,25000000.0
0.32653061224489793,0.0,2287374.5543718906,-6549486.839542318,-368471.2685344627,9.839550461720971e-05,0.0,25000000.0
0.36734693877551017,0.0,4651808.186117345,-3104420.70996253,-498626.77557448146,9.93659031075739e-05,0.0,25000000.0
0.4081632653061224,0.0,7316976.521156352,-1282867.2530635619,-506459.0187033645,0.00010071984238051657,0.0,25000000.0
0.44897959183673464,0.0,9714608.720903257,-345119.4277175878,-454767.8467565618,0.00010250258520130071,0.0,25000000.0
0.4897959183673469,0.0,11819991.63094695,169780.32454421613,-409231.25769602496,0.00010470248098387621,0.0,25000000.0
0.5306122448979591,0.0,13579209.611100502,450500.95243582164,-375885.01703426405,0.00010727460547627852,0.0,25000000.0
0.5714285714285714,0.0,14957229.60884703,541820.6233709728,-347152.0176415618,0.00011015942902510602,0.0,25000000.0
0.6122448979591836,0.0,16273185.780776806,613260.987199221,-309748.76737092034,0.00011330820495398256,0.0,25000000.0
0.6530612244897959,0.0,17326281.287318572,643876.2627931893,-272749.6829855243,0.00011670383061069647,-1.0607023853571263e-22,25000000.0
0.6938775510204082,0.0,18220479.24729529,629097.5234408372,-273880.5700262267,0.00012029275284837914,0.0,25000000.0
0.7346938775510203,0.0,19022233.66865409,611117.6408801241,-232160.41396816546,0.00012405938953226017,0.0,25000000.0
0.7755102040816326,0.0,19667202.79741484,590024.0351733541,-199632.91626322106,0.00012796252739893018,0.0,25000000.0
0.8163265306122448,0.0,20255374.213252455,583960.5419468568,-187733.46464887928,0.0001320018810090411,0.0,25000000.0
0.8571428571428571,0.0,20771551.034221508,579040.8749053996,-165998.00295716428,0.00013615710582463682,-8.775788992322475e-23,25000000.0
0.8979591836734693,0.0,21206481.47809063,561652.834271984,-151215.2567508533,0.00014040717125340837,0.0,25000000.0
0.9387755102040816,0.0,21593122.20536824,556598.1733718549,-147074.19614627003,0.0001447426589972723,0.0,25000000.0
0.9795918367346939,0.0,21954577.803295348,550695.487805535,-141224.54786539372,0.0001491533982226378,1.228681646326357e-22,25000000.0
1.0204081632653061,0.0,22269231.50970074,551165.3683745611,-126889.40811804528,0.00015363233270325666,0.0,25000000.0
1.0612244897959182,0.0,22544994.88438532,559615.408596717,-117752.57798850433,0.00015817046898950021,0.0,25000000.0
1.1020408163265305,0.0,22793723.1525475,572247.093201655,-109144.37685828967,0.000162763360648112,0.0,25000000.0
1.1428571428571428,0.0,23017047.583210893,589747.4788645551,-103984.11284822252,0.00016740348188845356,0.0,25000000.0
1.183673469387755,0.0,23220728.003918007,611824.1669900506,-99972.51386770906,0.00017208611000668497,0.0,25000000.0
1.2244897959183672,0.0,23407488.59912589,640610.2148583323,-95196.32598685578,0.00017680693508784068,0.0,25000000.0
1.2653061224489794,0.0,23576799.936136916,677615.5886115296,-93543.44220379667,0.00018156014701173115,0.0,25000000.0
